TIME_PERIOD,value
2014-10-03,1.0558025179447936
2014-10-06,1.0376328492622626
2014-10-07,1.0342258843341048
2014-10-08,1.0158985889269134
2014-10-09,1.008132100447897
2014-10-10,1.0107210422806858
2014-10-13,1.0241736335972442
2014-10-14,0.971663804059192
2014-10-15,0.8932278292893239
2014-10-16,0.9314082597330008
2014-10-17,1.0078728141550553
2014-10-20,0.9859708821443504
2014-10-21,1.009128872444375
2014-10-22,1.0110278834301545
2014-10-23,1.0197349589463274
2014-10-24,1.0194974546254445
2014-10-27,1.0080712260432954
2014-10-28,1.013627995225856
2014-10-29,1.0145639393776582
2014-10-30,0.973261093833332
2014-10-31,0.9638364085329972
2014-11-03,0.9648089851540504
2014-11-04,0.9308472625281105
2014-11-05,0.9429501923916072
2014-11-06,0.946459878424622
2014-11-07,0.945455079540058
2014-11-10,0.9364146175117344
2014-11-11,0.938903268343938
